3.15	-8.7	1.63871E-05	88	8.443932733	42.016104	1.1482152	24.6	115.846
20	-2.7	0.003539606	76	8.443932733	42.00401199	0.286054887	12.6	131.111
100	-2.1	0.000131097	9	6.292853089	42.00152689	0.060464844	11.4	116.967
6.3	-7.7	0.000131097	47	6.292853089	42.0282593	1.11906828	22.6	127.443
25	-3.65	0.01194617	6	6.292853089	42.0123481	0.48898476	14.5	116.559
40	0	0.003539606	23	5.630275304	42.00209405	0.066381385	7.2	123.807
12.5	0	0.000131097	69	5.630275304	42.00081216	0.025745599	7.2	129.27
20	-0.75	0.028316847	11	6.292853089	42.00392107	0.155274372	8.7	122.101
63	-1	0.01194617	100	6.292853089	42.00346574	0.137243304	9.2	116.417
2.5	-3.65	0.01194617	96	5.630275304	42.0132672	0.42057024	14.5	130.089
100	-1.5	0.028316847	39	7.449832213	42.00452492	0.25113306	10.2	112.169
63	-1.5	0.028316847	59	7.449832213	42.00452492	0.25113306	10.2	115.679
12.5	-8.7	1.63871E-05	61	6.292853089	42.0172206	0.68193576	24.6	131.364
10	-11.1	1.63871E-05	26	8.443932733	42.0214178	1.52708914	29.4	134.247
10	-7.7	0.000131097	8	7.449832213	42.0271925	1.50918375	22.6	130.4
100	0	0.028316847	1	7.449832213	42.00283081	0.157109955	7.2	113.076
5	-2.7	0.003539606	15	8.443932733	42.00401199	0.286054887	12.6	126.291
63	-4.75	1.63871E-05	47	6.292853089	42.00449821	0.178129116	16.7	120.324
12.5	-9.85	0.000131097	54	6.292853089	42.036484	1.4447664	26.9	118.634
31.5	0	0.003539606	30	6.292853089	42.00193287	0.076541652	7.2	125.603
5	0	0.028316847	21	6.292853089	42.00310138	0.122814648	7.2	126.959
25	0	0.003539606	96	6.292853089	42.00193287	0.076541652	7.2	126.863
20	-1.5	0.028316847	25	6.292853089	42.00495741	0.196313436	10.2	120.532
16	-1.35	0.003539606	8	8.443932733	42.00243851	0.173865763	9.9	130.644
6.3	-1	0.01194617	88	7.449832213	42.00313525	0.174006375	9.2	126.842
12.5	-2.7	0.003539606	54	7.449832213	42.00433288	0.24047484	12.6	130.777
63	0	0.01194617	37	7.449832213	42.00229336	0.12728148	7.2	118.41
80	0	1.63871E-05	72	6.292853089	42.00042846	0.016967174	7.2	135.866
4	-4.45	0.001048772	9	8.443932733	42.0103088	0.73501744	16.1	138.123
12.5	-6.15	0.001048772	24	5.630275304	42.0418756	1.32745652	19.5	118.767
8	0	0.028316847	84	8.443932733	42.00266337	0.189898281	7.2	126.201
2.5	-4.45	0.001048772	19	8.443932733	42.0103088	0.73501744	16.1	134.533
50	-1.65	0.001048772	23	7.449832213	42.002211	0.1227105	10.5	124.839
25	-4.75	1.63871E-05	51	7.449832213	42.0043284	0.2402262	16.7	134.152
6.3	-4.95	0.003539606	47	5.630275304	42.0252785	0.80132845	17.1	126.049
8	-7.8	0.001048772	84	8.443932733	42.0437259	3.11765667	22.8	124.188
50	-4.95	0.003539606	5	8.443932733	42.0193001	1.37609713	17.1	114.569
63	0	0.028316847	42	6.292853089	42.00310138	0.122814648	7.2	116.229
25	-1	0.01194617	64	5.630275304	42.00372371	0.118041607	9.2	121.407
100	-1.5	0.028316847	67	8.443932733	42.00425727	0.303543351	10.2	110.224
40	-6.15	0.001048772	7	5.630275304	42.0418756	1.32745652	19.5	108.407
5	-4.95	0.003539606	53	5.630275304	42.0252785	0.80132845	17.1	127.179
3.15	-5.6	0.000131097	33	8.443932733	42.014072	1.0033336	18.4	128.381
125	0	0.000131097	97	7.449832213	42.00076193	0.042287115	7.2	125.376
31.5	-0.75	0.028316847	80	8.443932733	42.00336729	0.240087777	8.7	123.392
16	-7.7	0.000131097	73	7.449832213	42.0271925	1.50918375	22.6	128.2
6.3	-4.45	0.001048772	22	6.292853089	42.0124596	0.49340016	16.1	131.92
